sample_id	pathway_id	pathway_name	annotated_pathway_ko_count	observed_kos	total_kos	completeness_pct	matched_observed_kos	matched_ko_count_sum
42A	map05120	Epithelial cell signaling in Helicobacter pylori infection	6	3	91	3.3	3	3
42A	map00542	O-Antigen repeat unit biosynthesis	6	1	35	2.86	1	3
42A	map00909	Sesquiterpenoid and triterpenoid biosynthesis	6	2	75	2.67	2	3
42A	map03040	Spliceosome	6	3	135	2.22	3	3
42A	map04140	Autophagy - animal	6	2	131	1.53	2	3
42A	map04020	Calcium signaling pathway	6	3	198	1.52	3	3
42A	map04114	Oocyte meiosis	6	1	80	1.25	1	3
42A	map04350	TGF-beta signaling pathway	6	1	98	1.02	1	3
46A	map04973	Carbohydrate digestion and absorption	6	2	22	9.09	2	3
46A	map04712	Circadian rhythm - plant	6	2	28	7.14	2	3
46A	map00121	Secondary bile acid biosynthesis	6	1	15	6.67	1	3
46A	map04391	Hippo signaling pathway - fly	6	3	53	5.66	3	3
46A	map04622	RIG-I-like receptor signaling pathway	6	3	55	5.45	3	3
46A	map00140	Steroid hormone biosynthesis	6	2	48	4.17	2	3
46A	map05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	6	2	73	2.74	2	3
46A	map04390	Hippo signaling pathway	6	3	115	2.61	3	3
46A	map04520	Adherens junction	6	2	83	2.41	2	3
46A	map04923	Regulation of lipolysis in adipocytes	6	1	47	2.13	1	3
46A	map04072	Phospholipase D signaling pathway	6	2	108	1.85	2	3
47A	map00100	Steroid biosynthesis	6	3	34	8.82	3	3
47A	map05211	Renal cell carcinoma	6	2	56	3.57	2	3
47A	map04144	Endocytosis	6	3	169	1.78	3	3
47A	map04624	Toll and Imd signaling pathway	6	1	57	1.75	1	3
47A	map04120	Ubiquitin mediated proteolysis	6	2	132	1.52	2	3
47A	map04014	Ras signaling pathway	6	2	182	1.1	2	3
47A	map04919	Thyroid hormone signaling pathway	6	1	91	1.1	1	3
49A	map04130	SNARE interactions in vesicular transport	6	3	35	8.57	3	3
49A	map00062	Fatty acid elongation	6	2	25	8	2	3
49A	map00515	Mannose type O-glycan biosynthesis	6	1	21	4.76	1	3
49A	map04341	Hedgehog signaling pathway - fly	6	1	26	3.85	1	3
49A	map00514	Other types of O-glycan biosynthesis	6	1	33	3.03	1	3
49A	map04972	Pancreatic secretion	6	2	69	2.9	2	3
49A	map00140	Steroid hormone biosynthesis	6	1	48	2.08	1	3
49A	map04024	cAMP signaling pathway	6	1	172	0.58	1	3
1A	map00791	Atrazine degradation	4	2	20	10	2	2
1A	map00515	Mannose type O-glycan biosynthesis	4	1	21	4.76	1	2
1A	map04666	Fc gamma R-mediated phagocytosis	4	2	64	3.12	2	2
1A	map04145	Phagosome	4	2	95	2.11	2	2
1A	map04814	Motor proteins	4	2	113	1.77	2	2
1A	map03250	Viral life cycle - HIV-1	4	1	61	1.64	1	2
1A	map05100	Bacterial invasion of epithelial cells	4	1	76	1.32	1	2
1A	map04144	Endocytosis	4	2	169	1.18	2	2
1A	map04270	Vascular smooth muscle contraction	4	1	96	1.04	1	2
1A	map04020	Calcium signaling pathway	4	2	198	1.01	2	2
1A	map04371	Apelin signaling pathway	4	1	105	0.95	1	2
1A	map04530	Tight junction	4	1	106	0.94	1	2
1A	map04014	Ras signaling pathway	4	1	182	0.55	1	2
3A	map04341	Hedgehog signaling pathway - fly	4	2	26	7.69	2	2
3A	map04710	Circadian rhythm	4	2	28	7.14	2	2
3A	map04139	Mitophagy - yeast	4	2	34	5.88	2	2
3A	map03250	Viral life cycle - HIV-1	4	2	61	3.28	2	2
3A	map05323	Rheumatoid arthritis	4	2	67	2.99	2	2
3A	map04623	Cytosolic DNA-sensing pathway	4	2	68	2.94	2	2
3A	map05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	4	2	73	2.74	2	2
3A	map04520	Adherens junction	4	2	83	2.41	2	2
3A	map04814	Motor proteins	4	2	113	1.77	2	2
3A	map04111	Cell cycle - yeast	4	2	126	1.59	2	2
3A	map04974	Protein digestion and absorption	4	1	66	1.52	1	2
3A	map05100	Bacterial invasion of epithelial cells	4	1	76	1.32	1	2
3A	map04919	Thyroid hormone signaling pathway	4	1	91	1.1	1	2
3A	map04020	Calcium signaling pathway	4	2	198	1.01	2	2
5A	map00571	Lipoarabinomannan (LAM) biosynthesis	4	1	14	7.14	1	2
5A	map00121	Secondary bile acid biosynthesis	4	1	15	6.67	1	2
5A	map00140	Steroid hormone biosynthesis	4	2	48	4.17	2	2
5A	map04341	Hedgehog signaling pathway - fly	4	1	26	3.85	1	2
5A	map04710	Circadian rhythm	4	1	28	3.57	1	2
5A	map05211	Renal cell carcinoma	4	2	56	3.57	2	2
5A	map04666	Fc gamma R-mediated phagocytosis	4	2	64	3.12	2	2
5A	map05323	Rheumatoid arthritis	4	2	67	2.99	2	2
5A	map04623	Cytosolic DNA-sensing pathway	4	2	68	2.94	2	2
5A	map05135	Yersinia infection	4	2	122	1.64	2	2
5A	map04137	Mitophagy - animal	4	1	84	1.19	1	2
5A	map04810	Regulation of actin cytoskeleton	4	2	173	1.16	2	2
5A	map05120	Epithelial cell signaling in Helicobacter pylori infection	4	1	91	1.1	1	2
5A	map04660	T cell receptor signaling pathway	4	1	92	1.09	1	2
5A	map04350	TGF-beta signaling pathway	4	1	98	1.02	1	2
5A	map04261	Adrenergic signaling in cardiomyocytes	4	1	99	1.01	1	2
5A	map04371	Apelin signaling pathway	4	1	105	0.95	1	2
5A	map04310	Wnt signaling pathway	4	1	130	0.77	1	2
13A	map00996	Biosynthesis of various alkaloids	4	1	15	6.67	1	2
13A	map00253	Tetracycline biosynthesis	4	1	17	5.88	1	2
13A	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	4	2	35	5.71	2	2
13A	map04341	Hedgehog signaling pathway - fly	4	1	26	3.85	1	2
13A	map04710	Circadian rhythm	4	1	28	3.57	1	2
13A	map05219	Bladder cancer	4	1	38	2.63	1	2
13A	map04218	Cellular senescence	4	2	117	1.71	2	2
13A	map05100	Bacterial invasion of epithelial cells	4	1	76	1.32	1	2
13A	map04660	T cell receptor signaling pathway	4	1	92	1.09	1	2
13A	map04350	TGF-beta signaling pathway	4	1	98	1.02	1	2
13A	map04261	Adrenergic signaling in cardiomyocytes	4	1	99	1.01	1	2
13A	map04310	Wnt signaling pathway	4	1	130	0.77	1	2
14A	map04710	Circadian rhythm	4	2	28	7.14	2	2
14A	map00944	Flavone and flavonol biosynthesis	4	1	15	6.67	1	2
14A	map00996	Biosynthesis of various alkaloids	4	1	15	6.67	1	2
14A	map05310	Asthma	4	1	20	5	1	2
14A	map05330	Allograft rejection	4	1	22	4.55	1	2
14A	map04340	Hedgehog signaling pathway	4	2	45	4.44	2	2
14A	map00062	Fatty acid elongation	4	1	25	4	1	2
14A	map05320	Autoimmune thyroid disease	4	1	25	4	1	2
14A	map05231	Choline metabolism in cancer	4	2	61	3.28	2	2
14A	map05212	Pancreatic cancer	4	2	63	3.17	2	2
14A	map04330	Notch signaling pathway	4	1	36	2.78	1	2
14A	map05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	4	2	73	2.74	2	2
14A	map04672	Intestinal immune network for IgA production	4	1	37	2.7	1	2
14A	map00140	Steroid hormone biosynthesis	4	1	48	2.08	1	2
14A	map04814	Motor proteins	4	2	113	1.77	2	2
14A	map04972	Pancreatic secretion	4	1	69	1.45	1	2
14A	map04640	Hematopoietic cell lineage	4	1	80	1.25	1	2
14A	map05414	Dilated cardiomyopathy	4	1	95	1.05	1	2
14A	map04270	Vascular smooth muscle contraction	4	1	96	1.04	1	2
14A	map04020	Calcium signaling pathway	4	1	198	0.51	1	2
42A	map00571	Lipoarabinomannan (LAM) biosynthesis	4	2	14	14.29	2	2
42A	map04973	Carbohydrate digestion and absorption	4	1	22	4.55	1	2
42A	map03460	Fanconi anemia pathway	4	2	54	3.7	2	2
42A	map01055	Biosynthesis of vancomycin group antibiotics	4	1	29	3.45	1	2
42A	map03250	Viral life cycle - HIV-1	4	2	61	3.28	2	2
42A	map03015	mRNA surveillance pathway	4	2	63	3.17	2	2
42A	map04923	Regulation of lipolysis in adipocytes	4	1	47	2.13	1	2
42A	map03013	Nucleocytoplasmic transport	4	2	98	2.04	2	2
42A	map04072	Phospholipase D signaling pathway	4	2	108	1.85	2	2
42A	map04218	Cellular senescence	4	2	117	1.71	2	2
42A	map04970	Salivary secretion	4	1	64	1.56	1	2
42A	map04972	Pancreatic secretion	4	1	69	1.45	1	2
42A	map04144	Endocytosis	4	2	169	1.18	2	2
46A	map04966	Collecting duct acid secretion	4	2	17	11.76	2	2
46A	map00791	Atrazine degradation	4	1	20	5	1	2
46A	map03272	Virion - Hepatitis viruses	4	2	40	5	2	2
46A	map04730	Long-term depression	4	2	45	4.44	2	2
46A	map04666	Fc gamma R-mediated phagocytosis	4	2	64	3.12	2	2
46A	map04972	Pancreatic secretion	4	2	69	2.9	2	2
46A	map04921	Oxytocin signaling pathway	4	2	112	1.79	2	2
46A	map04540	Gap junction	4	1	60	1.67	1	2
46A	map05231	Choline metabolism in cancer	4	1	61	1.64	1	2
46A	map00909	Sesquiterpenoid and triterpenoid biosynthesis	4	1	75	1.33	1	2
46A	map04014	Ras signaling pathway	4	2	182	1.1	2	2
47A	map00571	Lipoarabinomannan (LAM) biosynthesis	4	1	14	7.14	1	2
47A	map00626	Naphthalene degradation	4	2	29	6.9	2	2
47A	map04216	Ferroptosis	4	2	33	6.06	2	2
47A	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	4	2	35	5.71	2	2
47A	map00830	Retinol metabolism	4	2	50	4	2	2
47A	map04341	Hedgehog signaling pathway - fly	4	1	26	3.85	1	2
47A	map04710	Circadian rhythm	4	1	28	3.57	1	2
47A	map04666	Fc gamma R-mediated phagocytosis	4	2	64	3.12	2	2
47A	map05323	Rheumatoid arthritis	4	2	67	2.99	2	2
47A	map03013	Nucleocytoplasmic transport	4	2	98	2.04	2	2
47A	map04072	Phospholipase D signaling pathway	4	2	108	1.85	2	2
47A	map04972	Pancreatic secretion	4	1	69	1.45	1	2
47A	map05100	Bacterial invasion of epithelial cells	4	1	76	1.32	1	2
47A	map04024	cAMP signaling pathway	4	2	172	1.16	2	2
47A	map04270	Vascular smooth muscle contraction	4	1	96	1.04	1	2
47A	map04350	TGF-beta signaling pathway	4	1	98	1.02	1	2
47A	map04934	Cushing syndrome	4	1	122	0.82	1	2
47A	map04111	Cell cycle - yeast	4	1	126	0.79	1	2
47A	map04310	Wnt signaling pathway	4	1	130	0.77	1	2
47A	map04140	Autophagy - animal	4	1	131	0.76	1	2
49A	map04136	Autophagy - other	4	2	23	8.7	2	2
49A	map04666	Fc gamma R-mediated phagocytosis	4	2	64	3.12	2	2
49A	map05150	Staphylococcus aureus infection	4	2	74	2.7	2	2
49A	map00909	Sesquiterpenoid and triterpenoid biosynthesis	4	2	75	2.67	2	2
49A	map05219	Bladder cancer	4	1	38	2.63	1	2
49A	map04923	Regulation of lipolysis in adipocytes	4	1	47	2.13	1	2
49A	map04064	NF-kappa B signaling pathway	4	2	98	2.04	2	2
49A	map04072	Phospholipase D signaling pathway	4	2	108	1.85	2	2
49A	map05135	Yersinia infection	4	2	122	1.64	2	2
49A	map05202	Transcriptional misregulation in cancer	4	2	161	1.24	2	2
49A	map04270	Vascular smooth muscle contraction	4	1	96	1.04	1	2
49A	map04014	Ras signaling pathway	4	1	182	0.55	1	2
1A	map00365	Furfural degradation	2	1	8	12.5	1	1
1A	map04711	Circadian rhythm - fly	2	1	13	7.69	1	1
1A	map04966	Collecting duct acid secretion	2	1	17	5.88	1	1
1A	map00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	2	1	18	5.56	1	1
1A	map00981	Insect hormone biosynthesis	2	1	18	5.56	1	1
1A	map05310	Asthma	2	1	20	5	1	1
1A	map05330	Allograft rejection	2	1	22	4.55	1	1
1A	map04977	Vitamin digestion and absorption	2	1	25	4	1	1
1A	map05320	Autoimmune thyroid disease	2	1	25	4	1	1
1A	map04672	Intestinal immune network for IgA production	2	1	37	2.7	1	1
1A	map04664	Fc epsilon RI signaling pathway	2	1	47	2.13	1	1
1A	map00140	Steroid hormone biosynthesis	2	1	48	2.08	1	1
1A	map05110	Vibrio cholerae infection	2	1	49	2.04	1	1
1A	map04721	Synaptic vesicle cycle	2	1	55	1.82	1	1
1A	map05140	Leishmaniasis	2	1	59	1.69	1	1
1A	map04662	B cell receptor signaling pathway	2	1	60	1.67	1	1
1A	map05150	Staphylococcus aureus infection	2	1	74	1.35	1	1
1A	map00909	Sesquiterpenoid and triterpenoid biosynthesis	2	1	75	1.33	1	1
1A	map04640	Hematopoietic cell lineage	2	1	80	1.25	1	1
1A	map04650	Natural killer cell mediated cytotoxicity	2	1	84	1.19	1	1
1A	map05414	Dilated cardiomyopathy	2	1	95	1.05	1	1
1A	map03013	Nucleocytoplasmic transport	2	1	98	1.02	1	1
1A	map04064	NF-kappa B signaling pathway	2	1	98	1.02	1	1
1A	map04380	Osteoclast differentiation	2	1	104	0.96	1	1
1A	map04072	Phospholipase D signaling pathway	2	1	108	0.93	1	1
1A	map05135	Yersinia infection	2	1	122	0.82	1	1
1A	map04360	Axon guidance	2	1	128	0.78	1	1
1A	map05202	Transcriptional misregulation in cancer	2	1	161	0.62	1	1
1A	map04024	cAMP signaling pathway	2	1	172	0.58	1	1
1A	map04810	Regulation of actin cytoskeleton	2	1	173	0.58	1	1
3A	map04966	Collecting duct acid secretion	2	1	17	5.88	1	1
3A	map00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	2	1	18	5.56	1	1
3A	map05310	Asthma	2	1	20	5	1	1
3A	map05330	Allograft rejection	2	1	22	4.55	1	1
3A	map04136	Autophagy - other	2	1	23	4.35	1	1
3A	map04977	Vitamin digestion and absorption	2	1	25	4	1	1
3A	map05320	Autoimmune thyroid disease	2	1	25	4	1	1
3A	map00997	Biosynthesis of various other secondary metabolites	2	1	29	3.45	1	1
3A	map04672	Intestinal immune network for IgA production	2	1	37	2.7	1	1
3A	map04340	Hedgehog signaling pathway	2	1	45	2.22	1	1
3A	map04664	Fc epsilon RI signaling pathway	2	1	47	2.13	1	1
3A	map04721	Synaptic vesicle cycle	2	1	55	1.82	1	1
3A	map04624	Toll and Imd signaling pathway	2	1	57	1.75	1	1
3A	map05140	Leishmaniasis	2	1	59	1.69	1	1
3A	map04662	B cell receptor signaling pathway	2	1	60	1.67	1	1
3A	map04666	Fc gamma R-mediated phagocytosis	2	1	64	1.56	1	1
3A	map05150	Staphylococcus aureus infection	2	1	74	1.35	1	1
3A	map00909	Sesquiterpenoid and triterpenoid biosynthesis	2	1	75	1.33	1	1
3A	map04640	Hematopoietic cell lineage	2	1	80	1.25	1	1
3A	map04650	Natural killer cell mediated cytotoxicity	2	1	84	1.19	1	1
3A	map05414	Dilated cardiomyopathy	2	1	95	1.05	1	1
3A	map04668	TNF signaling pathway	2	1	97	1.03	1	1
3A	map04350	TGF-beta signaling pathway	2	1	98	1.02	1	1
3A	map04072	Phospholipase D signaling pathway	2	1	108	0.93	1	1
3A	map04921	Oxytocin signaling pathway	2	1	112	0.89	1	1
3A	map04218	Cellular senescence	2	1	117	0.85	1	1
3A	map05135	Yersinia infection	2	1	122	0.82	1	1
3A	map05202	Transcriptional misregulation in cancer	2	1	161	0.62	1	1
5A	map00996	Biosynthesis of various alkaloids	2	1	15	6.67	1	1
5A	map00642	Ethylbenzene degradation	2	1	16	6.25	1	1
5A	map00981	Insect hormone biosynthesis	2	1	18	5.56	1	1
5A	map05310	Asthma	2	1	20	5	1	1
5A	map05330	Allograft rejection	2	1	22	4.55	1	1
5A	map05320	Autoimmune thyroid disease	2	1	25	4	1	1
5A	map00997	Biosynthesis of various other secondary metabolites	2	1	29	3.45	1	1
5A	map04672	Intestinal immune network for IgA production	2	1	37	2.7	1	1
5A	map05030	Cocaine addiction	2	1	39	2.56	1	1
5A	map00404	Staurosporine biosynthesis	2	1	40	2.5	1	1
5A	map05031	Amphetamine addiction	2	1	46	2.17	1	1
5A	map04664	Fc epsilon RI signaling pathway	2	1	47	2.13	1	1
5A	map04624	Toll and Imd signaling pathway	2	1	57	1.75	1	1
5A	map05140	Leishmaniasis	2	1	59	1.69	1	1
5A	map04662	B cell receptor signaling pathway	2	1	60	1.67	1	1
5A	map04972	Pancreatic secretion	2	1	69	1.45	1	1
5A	map05150	Staphylococcus aureus infection	2	1	74	1.35	1	1
5A	map05100	Bacterial invasion of epithelial cells	2	1	76	1.32	1	1
5A	map04640	Hematopoietic cell lineage	2	1	80	1.25	1	1
5A	map04650	Natural killer cell mediated cytotoxicity	2	1	84	1.19	1	1
5A	map04726	Serotonergic synapse	2	1	85	1.18	1	1
5A	map05414	Dilated cardiomyopathy	2	1	95	1.05	1	1
5A	map04270	Vascular smooth muscle contraction	2	1	96	1.04	1	1
5A	map03013	Nucleocytoplasmic transport	2	1	98	1.02	1	1
5A	map04064	NF-kappa B signaling pathway	2	1	98	1.02	1	1
5A	map04380	Osteoclast differentiation	2	1	104	0.96	1	1
5A	map04072	Phospholipase D signaling pathway	2	1	108	0.93	1	1
5A	map04934	Cushing syndrome	2	1	122	0.82	1	1
5A	map04015	Rap1 signaling pathway	2	1	162	0.62	1	1
5A	map05202	Transcriptional misregulation in cancer	2	1	161	0.62	1	1
5A	map04144	Endocytosis	2	1	169	0.59	1	1
5A	map04024	cAMP signaling pathway	2	1	172	0.58	1	1
5A	map04014	Ras signaling pathway	2	1	182	0.55	1	1
5A	map04020	Calcium signaling pathway	2	1	198	0.51	1	1
5A	map04519	Cadherin signaling	2	1	210	0.48	1	1
5A	map04517	IgSF CAM signaling	2	1	223	0.45	1	1
13A	map00944	Flavone and flavonol biosynthesis	2	1	15	6.67	1	1
13A	map05310	Asthma	2	1	20	5	1	1
13A	map00515	Mannose type O-glycan biosynthesis	2	1	21	4.76	1	1
13A	map04973	Carbohydrate digestion and absorption	2	1	22	4.55	1	1
13A	map05330	Allograft rejection	2	1	22	4.55	1	1
13A	map04740	Olfactory transduction	2	1	25	4	1	1
13A	map05320	Autoimmune thyroid disease	2	1	25	4	1	1
13A	map04712	Circadian rhythm - plant	2	1	28	3.57	1	1
13A	map04962	Vasopressin-regulated water reabsorption	2	1	33	3.03	1	1
13A	map04672	Intestinal immune network for IgA production	2	1	37	2.7	1	1
13A	map04664	Fc epsilon RI signaling pathway	2	1	47	2.13	1	1
13A	map00140	Steroid hormone biosynthesis	2	1	48	2.08	1	1
13A	map04662	B cell receptor signaling pathway	2	1	60	1.67	1	1
13A	map04976	Bile secretion	2	1	62	1.61	1	1
13A	map04970	Salivary secretion	2	1	64	1.56	1	1
13A	map04916	Melanogenesis	2	1	67	1.49	1	1
13A	map04640	Hematopoietic cell lineage	2	1	80	1.25	1	1
13A	map04650	Natural killer cell mediated cytotoxicity	2	1	84	1.19	1	1
13A	map04722	Neurotrophin signaling pathway	2	1	90	1.11	1	1
13A	map05414	Dilated cardiomyopathy	2	1	95	1.05	1	1
13A	map04064	NF-kappa B signaling pathway	2	1	98	1.02	1	1
13A	map04022	cGMP-PKG signaling pathway	2	1	121	0.83	1	1
13A	map05135	Yersinia infection	2	1	122	0.82	1	1
13A	map04360	Axon guidance	2	1	128	0.78	1	1
13A	map04810	Regulation of actin cytoskeleton	2	1	173	0.58	1	1
14A	map04973	Carbohydrate digestion and absorption	2	1	22	4.55	1	1
14A	map04977	Vitamin digestion and absorption	2	1	25	4	1	1
14A	map04960	Aldosterone-regulated sodium reabsorption	2	1	26	3.85	1	1
14A	map04712	Circadian rhythm - plant	2	1	28	3.57	1	1
14A	map04139	Mitophagy - yeast	2	1	34	2.94	1	1
14A	map05219	Bladder cancer	2	1	38	2.63	1	1
14A	map04370	VEGF signaling pathway	2	1	39	2.56	1	1
14A	map05213	Endometrial cancer	2	1	45	2.22	1	1
14A	map05217	Basal cell carcinoma	2	1	48	2.08	1	1
14A	map05218	Melanoma	2	1	50	2	1	1
14A	map04929	GnRH secretion	2	1	51	1.96	1	1
14A	map04391	Hippo signaling pathway - fly	2	1	53	1.89	1	1
14A	map05214	Glioma	2	1	54	1.85	1	1
14A	map05221	Acute myeloid leukemia	2	1	57	1.75	1	1
14A	map04540	Gap junction	2	1	60	1.67	1	1
14A	map05223	Non-small cell lung cancer	2	1	60	1.67	1	1
14A	map05220	Chronic myeloid leukemia	2	1	63	1.59	1	1
14A	map04912	GnRH signaling pathway	2	1	64	1.56	1	1
14A	map04750	Inflammatory mediator regulation of TRP channels	2	1	68	1.47	1	1
14A	map04012	ErbB signaling pathway	2	1	69	1.45	1	1
14A	map04670	Leukocyte transendothelial migration	2	1	75	1.33	1	1
14A	map04933	AGE-RAGE signaling pathway in diabetic complications	2	1	76	1.32	1	1
14A	map01522	Endocrine resistance	2	1	77	1.3	1	1
14A	map04620	Toll-like receptor signaling pathway	2	1	80	1.25	1	1
14A	map04625	C-type lectin receptor signaling pathway	2	1	82	1.22	1	1
14A	map04520	Adherens junction	2	1	83	1.2	1	1
14A	map04722	Neurotrophin signaling pathway	2	1	90	1.11	1	1
14A	map04725	Cholinergic synapse	2	1	90	1.11	1	1
14A	map04611	Platelet activation	2	1	91	1.1	1	1
14A	map04935	"Growth hormone synthesis, secretion and action"	2	1	92	1.09	1	1
14A	map04926	Relaxin signaling pathway	2	1	96	1.04	1	1
14A	map04668	TNF signaling pathway	2	1	97	1.03	1	1
14A	map05224	Breast cancer	2	1	105	0.95	1	1
14A	map05226	Gastric cancer	2	1	108	0.93	1	1
14A	map04550	Signaling pathways regulating pluripotency of stem cells	2	1	114	0.88	1	1
14A	map04390	Hippo signaling pathway	2	1	115	0.87	1	1
14A	map04218	Cellular senescence	2	1	117	0.85	1	1
14A	map04518	Integrin signaling	2	1	118	0.85	1	1
14A	map04360	Axon guidance	2	1	128	0.78	1	1
14A	map03240	Viral replication	2	1	130	0.77	1	1
14A	map04630	JAK-STAT signaling pathway	2	1	143	0.7	1	1
14A	map04510	Focal adhesion	2	1	152	0.66	1	1
14A	map04015	Rap1 signaling pathway	2	1	162	0.62	1	1
14A	map04062	Chemokine signaling pathway	2	1	161	0.62	1	1
14A	map04081	Hormone signaling	2	1	198	0.51	1	1
42A	map00365	Furfural degradation	2	1	8	12.5	1	1
42A	map00121	Secondary bile acid biosynthesis	2	1	15	6.67	1	1
42A	map00253	Tetracycline biosynthesis	2	1	17	5.88	1	1
42A	map00981	Insect hormone biosynthesis	2	1	18	5.56	1	1
42A	map05310	Asthma	2	1	20	5	1	1
42A	map03258	Virion - Bacteriophage lambda	2	1	21	4.76	1	1
42A	map05330	Allograft rejection	2	1	22	4.55	1	1
42A	map04136	Autophagy - other	2	1	23	4.35	1	1
42A	map05320	Autoimmune thyroid disease	2	1	25	4	1	1
42A	map00997	Biosynthesis of various other secondary metabolites	2	1	29	3.45	1	1
42A	map04139	Mitophagy - yeast	2	1	34	2.94	1	1
42A	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	2	1	35	2.86	1	1
42A	map04672	Intestinal immune network for IgA production	2	1	37	2.7	1	1
42A	map05219	Bladder cancer	2	1	38	2.63	1	1
42A	map03272	Virion - Hepatitis viruses	2	1	40	2.5	1	1
42A	map04664	Fc epsilon RI signaling pathway	2	1	47	2.13	1	1
42A	map00140	Steroid hormone biosynthesis	2	1	48	2.08	1	1
42A	map04391	Hippo signaling pathway - fly	2	1	53	1.89	1	1
42A	map04721	Synaptic vesicle cycle	2	1	55	1.82	1	1
42A	map04624	Toll and Imd signaling pathway	2	1	57	1.75	1	1
42A	map05140	Leishmaniasis	2	1	59	1.69	1	1
42A	map04662	B cell receptor signaling pathway	2	1	60	1.67	1	1
42A	map05231	Choline metabolism in cancer	2	1	61	1.64	1	1
42A	map05212	Pancreatic cancer	2	1	63	1.59	1	1
42A	map04912	GnRH signaling pathway	2	1	64	1.56	1	1
42A	map04974	Protein digestion and absorption	2	1	66	1.52	1	1
42A	map04623	Cytosolic DNA-sensing pathway	2	1	68	1.47	1	1
42A	map05150	Staphylococcus aureus infection	2	1	74	1.35	1	1
42A	map04640	Hematopoietic cell lineage	2	1	80	1.25	1	1
42A	map04520	Adherens junction	2	1	83	1.2	1	1
42A	map04650	Natural killer cell mediated cytotoxicity	2	1	84	1.19	1	1
42A	map04660	T cell receptor signaling pathway	2	1	92	1.09	1	1
42A	map05414	Dilated cardiomyopathy	2	1	95	1.05	1	1
42A	map04064	NF-kappa B signaling pathway	2	1	98	1.02	1	1
42A	map04261	Adrenergic signaling in cardiomyocytes	2	1	99	1.01	1	1
42A	map04390	Hippo signaling pathway	2	1	115	0.87	1	1
